,Truth,ASR_Predict,LM_correct,LM_err,asr_wer,LM_wer
0,請各單位在一月十四號中午之前提供獎勵事由回覆計管組報告完畢,請各單位在一月十四號呃中午之前提供假意是由回復計管組報告完畢,請各單位在一月十四號呃中午之前提供獎勵事由回復計管組報告完畢,"[['假', '獎', 17, 18], ['意', '勵', 18, 19], ['是', '事', 19, 20]]",0.1724137931034483,0.06896551724137931
1,那重點是在固定式起重機升降機壓力容器及高壓氣體鋼瓶等,那重點是在固定死起中機新講積壓力用請及高壓請去剛評備,那重點是在固定期程的話有一些壓力喔或是說是要去做準備,"[['死', '期', 7, 8], ['起', '程', 8, 9], ['中', '的', 9, 10], ['機', '話', 10, 11], ['新', '有', 11, 12], ['講', '一', 12, 13], ['積', '些', 13, 14], ['用', '喔', 16, 17], ['請', '或', 17, 18], ['及', '是', 18, 19], ['高', '說', 19, 20], ['壓', '是', 20, 21], ['請', '要', 21, 22], ['剛', '做', 23, 24], ['評', '準', 24, 25]]",0.4615384615384616,0.6538461538461539
2,受到管制禁止停車那請宣導同仁要配合而且要注意,受到管室盡止停冊那請宣導同仁要配合那且要注意,請計管室禁止停車那請宣導同仁要配合而且要注意,"[['受', '請', 0, 1], ['到', '計', 1, 2], ['盡', '禁', 4, 5], ['冊', '車', 7, 8], ['那', '而', 17, 18]]",0.18181818181818185,0.13636363636363635
3,一請各單位在一月二十八號前中午完成一月份的報工,第一請各單位在一月八號前中午完成業份的報工,第一請各單位在一月八號前中午完成月份的報工,"[['業', '月', 16, 17]]",0.21739130434782608,0.17391304347826086
4,進行用戶接管的民挖作業那施工期間,進行用部呃結管林外作業那時光期間,進行院部的接焊稽核作業那春節期間,"[['用', '院', 2, 3], ['呃', '的', 4, 5], ['結', '接', 5, 6], ['管', '焊', 6, 7], ['林', '稽', 7, 8], ['外', '核', 8, 9], ['時', '春', 12, 13], ['光', '節', 13, 14]]",0.5,0.5625
5,好先行檢查那第二件事是本院那個廢污水的接,阿先行檢查那第二件事是喔本院那個備屋水,好先行檢查那第二件事是呃本院那個水密纜,"[['阿', '好', 0, 1], ['喔', '呃', 11, 12], ['備', '水', 16, 17], ['屋', '密', 17, 18], ['水', '纜', 18, 19]]",0.3,0.25
6,遙控組簡組長資材在資材組上線然後全員到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,遙控組簡組長資材在資材組上線然後全到齊報告完畢,[],0.041666666666666664,0.041666666666666664
7,呃院長室簽擬簽結的二級副主官以上長官的工作獎金,院長示簽以春節的二級副主管以上長官的工作獎金,院長室簽擬簽結的二級副主管以上長官的工作獎金,"[['示', '室', 2, 3], ['以', '擬', 4, 5], ['春', '簽', 5, 6], ['節', '結', 6, 7]]",0.2608695652173913,0.08695652173913043
8,一是一月十五及十六就是明後兩天院部工安室要到,一是一月十五即時六就行民後兩天令部工安室要到,一是一月十五號十六進是明後兩天院部工安室要到,"[['即', '號', 6, 7], ['時', '十', 7, 8], ['就', '進', 9, 10], ['行', '是', 10, 11], ['民', '明', 11, 12], ['令', '院', 15, 16]]",0.2272727272727273,0.09090909090909091
9,今天也會到那個遙導控組天齊及資材組等單位,今天也會到那個遙導控組織實及指材組簡單位,今天也會到那個遙導控組通信及資材組等單位,"[['織', '通', 11, 12], ['實', '信', 12, 13], ['指', '資', 14, 15], ['簡', '等', 17, 18]]",0.2,0.1
10,本所來執行本年度第一季的作業安全督檢,本所來執行本年度必一記的阿這業安全督件,本所來執行本年度第一季的的作業安全督檢,"[['必', '第', 8, 9], ['記', '季', 10, 11], ['阿', '的', 12, 13], ['這', '作', 13, 14], ['件', '檢', 18, 19]]",0.2777777777777778,0.05555555555555555
11,那第二件事是那個本院的廢污水的接管工程,那第二件事謝個本院的費屋室的提管工程,那第二件事那個本院的通次室的接管期程,"[['謝', '那', 5, 6], ['費', '通', 10, 11], ['屋', '次', 11, 12], ['提', '接', 14, 15], ['工', '期', 16, 17]]",0.3157894736842105,0.2631578947368421
12,及參與人員以利報工及加班的申請作業,及參與人員以利報公及加班的申請作業,及參與人員以利報工及加班的申請作業,"[['公', '工', 8, 9]]",0.05882352941176471,0.0
13,好從今天開始大概有兩三星期的時間會在,那從今天開始大概有兩三個星期時間會在,那從今天開始大概有兩三個星期時間會在,[],0.16666666666666666,0.16666666666666666
14,電子所三零七三零九還有本所三一零館,呃電子所三零七三零九還有本所三一名館,呃電子所三零七三零九還有本所三一零館,"[['名', '零', 16, 17]]",0.1176470588235294,0.058823529411764705
15,所長各位長官早工安組幾件事情提報,把所長各位長官早工安組阿幾件事性提報,呃所長各位長官早工安組有幾件事情提報,"[['把', '呃', 0, 1], ['阿', '有', 11, 12], ['性', '情', 15, 16]]",0.1875,0.125
16,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,承辦單位報告上次無管辦事項報告完畢,[],0.0,0.0
17,不要因為方便任意跨入管制區,好不要因為幫便院益畫入管制去,也不要因為方便把他納入管制內,"[['好', '也', 0, 1], ['幫', '方', 5, 6], ['院', '把', 7, 8], ['益', '他', 8, 9], ['畫', '納', 9, 10], ['去', '內', 13, 14]]",0.4615384615384616,0.38461538461538464
18,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,所長副所長各位長官大家好召開第二次晨會,[],0.0,0.0
19,承辦單位報告所長好報告所長回報人數,承辦單位報告週長好報告所長回報人數,承辦單位報告所長好報告所長回報人數,"[['週', '所', 6, 7]]",0.05882352941176471,0.0
20,好附近館舍的部份停車格會陸續的,阿附近管舍部份評的可能回陸續的,那附近的一部測評那可能是陸續的,"[['阿', '那', 0, 1], ['管', '的', 3, 4], ['舍', '一', 4, 5], ['份', '測', 6, 7], ['的', '那', 8, 9], ['回', '是', 11, 12]]",0.5333333333333333,0.6666666666666666
21,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,報告所長財務組本週無提報事項,[],0.0,0.0
22,而遭到糾舉還有影響安全,找到九據還有影響安全,遭到騷擾還有影響安全,"[['找', '遭', 0, 1], ['九', '騷', 2, 3], ['據', '擾', 3, 4]]",0.3636363636363637,0.2727272727272727
23,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,天頻吳主持人在計管組上線,[],0.0,0.0
24,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,精電組胡組長在電子戰組上線,[],0.0,0.0
25,由楊建文副主持人代理上線,由楊建文副主持人代理上線,由楊建文副主持人代理上線,[],0.0,0.0
26,那請相關單位配合那本組會在,那請相關單位配合那本組會在,那請相關單位配合那本組會在,[],0.0,0.0
27,全員到齊然後大成計畫,全元到齊然後大成計畫,全員到齊然後大成計畫,"[['元', '員', 1, 2]]",0.1,0.0
28,好請財務組黃組長,好請財務組黃組長,好請財務組黃組長,[],0.0,0.0
29,所長好今天應到三十一員,所長好今天應到三十一員,所長好今天應到三十一員,[],0.0,0.0
30,好現在請鍾計管組鍾組長,好加請中計管組鍾組長,好是請鍾計管組鍾組長,"[['加', '是', 1, 2], ['中', '鍾', 3, 4]]",0.2727272727272727,0.18181818181818182
31,好好請繼續,好好請繼續,好好請繼續,[],0.0,0.0
32,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,通信組導控組遙控組陳頻專管組天齊專管組天齊是工組本六個單位,通信組導控組遙控組天頻專管組天齊專管組天齊系工組等六個單位,"[['陳', '天', 9, 10], ['是', '系', 21, 22], ['本', '等', 24, 25]]",0.10344827586206896,0.0
33,將於明天明天由楊副所長帶隊前往辦理以上是一項報告報告完畢,將於明天喔你那有楊副所長拜對喔而前忙辦理第三十一項報告報告完畢,將於明天也請那個楊副所長針對我們這個辦理第三十一項報告報告完畢,"[['喔', '也', 4, 5], ['你', '請', 5, 6], ['有', '個', 7, 8], ['拜', '針', 12, 13], ['喔', '我', 14, 15], ['而', '們', 15, 16], ['前', '這', 16, 17], ['忙', '個', 17, 18]]",0.42857142857142855,0.4642857142857143
34,將簽奉副所長核定之需求規劃書含審查表送本組續辦報告完畢,將簽工副所長核定資需求規劃書安審查表重本組續辦報告完畢,將簽奉副所長核定之需求規劃書含審查表送本組續辦報告完畢,"[['工', '奉', 2, 3], ['資', '之', 8, 9], ['安', '含', 14, 15], ['重', '送', 18, 19]]",0.14814814814814814,0.0
35,呃所長還有各位長官早安品後組本周有一項報告那配合那個,呃所長還有各位長官早安龍品後組本週的一項報告喔那跟那個,呃所長還有各位長官早安喔品後組本週有一項報告喔那個那個,"[['龍', '喔', 11, 12], ['的', '有', 17, 18], ['跟', '個', 24, 25]]",0.2307692307692308,0.19230769230769232
36,八年研究試製的急單提案請各個需求單位在一月三十一號之前,八年研究是製的及團提案請各需求單位在一月三十一要之前,八年研究試製的急單提案請各需求單位在一月三十一號之前,"[['是', '試', 4, 5], ['及', '急', 7, 8], ['團', '單', 8, 9], ['要', '號', 23, 24]]",0.1851851851851852,0.037037037037037035
37,一零八年一月十五日上線將本院定額微額履約,一零八年一月十五日上線將本院定額唯有履約,一零八年一月十五日上線將本院定額微額履約,"[['唯', '微', 16, 17], ['有', '額', 17, 18]]",0.1,0.0
38,第三件是奉旨示將安排所長在一月二十三的上的下星期,第三件事是奉解是將安排所長在一月二三點上下事蹟,第三件事是奉一號將安排所長在一月二三的上的下午,"[['解', '一', 6, 7], ['是', '號', 7, 8], ['點', '的', 18, 19], ['下', '的', 20, 21], ['事', '下', 21, 22], ['蹟', '午', 22, 23]]",0.3333333333333333,0.25
39,那最後是所長剛指示的事項已洽詢該所的工安組組長,那最後謝所長剛解示的事項一搶詢開攝的工安組組長,那最後是所長剛指示的事項已洽詢該所的工安組組長,"[['謝', '是', 3, 4], ['解', '指', 7, 8], ['一', '已', 12, 13], ['搶', '洽', 13, 14], ['開', '該', 15, 16], ['攝', '所', 16, 17]]",0.2608695652173913,0.0
40,第一點本所各單位跨年度工令共有三十張分屬,第一點本所各單位跨年度工電共有三十張分屬,第一點本所各單位跨年度工令共有三十張分屬,"[['電', '令', 12, 13]]",0.05,0.0
41,所長各位副所長各位長官大家早本週無提報事項報告完畢,所長各位副所長各位長官大家早本週無提報事項報告完畢,所長各位副所長各位長官大家早本週無提報事項報告完畢,[],0.0,0.0
42,三及一月三十下下星期三兩天執行春節前的,三七月三次向想下事十三兩天執行春節前的,三一零洞下午及下禮拜三兩天執行春節前的,"[['七', '一', 1, 2], ['月', '零', 2, 3], ['三', '洞', 3, 4], ['次', '下', 4, 5], ['向', '午', 5, 6], ['想', '及', 6, 7], ['事', '禮', 8, 9], ['十', '拜', 9, 10]]",0.3684210526315789,0.42105263157894735
43,所長好各位長官大家好整規組本週一件事情提報那有關一百零,欸所長好各位長官大家好整規組本週一件事情提喔那有關一百零,欸所長好各位長官大家好整規組本週一件事情提報那有關一百零,"[['喔', '報', 21, 22]]",0.07407407407407407,0.037037037037037035
44,採購結果納入廠商評鑑管理請各單位配合報告完畢,採購結果納陸廠商評鑑管理請各單位配合報告完畢,採購結果納入廠商評鑑管理請各單位配合報告完畢,"[['陸', '入', 5, 6]]",0.045454545454545456,0.0
45,於本院研製修工作命令管理作業規定工令期程以,以本院延之行工作面軍定管理部作業規定公應期程議,以本院所執行工程與決策管理等作業規定及短期會議,"[['延', '所', 3, 4], ['之', '執', 4, 5], ['作', '程', 7, 8], ['面', '與', 8, 9], ['軍', '決', 9, 10], ['定', '策', 10, 11], ['部', '等', 13, 14], ['公', '及', 18, 19], ['應', '短', 19, 20], ['程', '會', 21, 22]]",0.5238095238095238,0.6190476190476191
46,安全衛生巡視那屆時請相關單位配合,安全威先巡視那屆時期相關單位配合,安室區的巡視那屆時請相關單位配合,"[['全', '室', 1, 2], ['威', '區', 2, 3], ['先', '的', 3, 4], ['期', '請', 9, 10]]",0.1875,0.1875
47,他還不知道狀況那會持續查明報告完畢,他還不指導狀況那會持續查理報告完畢,他還在協調狀況那會持續查理報告完畢,"[['不', '在', 2, 3], ['指', '協', 3, 4], ['導', '調', 4, 5]]",0.17647058823529413,0.23529411764705882
48,所長各位長官好資材組兩點報告,所長各位長官好資材組兩點報告,所長各位長官好資材組兩點報告,[],0.0,0.0
49,第二點物籌處供應商組預劃在,第二點物籌處供應商組預劃在,第二點物籌處供應商組預劃在,[],0.0,0.0
50,那我們辦理那個本所的高階主管的滿意度調查,那我們辦理那個本所的高階計管的滿意度調長,那我們辦理那個本所的高階主管的滿意度調查,"[['計', '主', 12, 13], ['長', '查', 19, 20]]",0.1,0.0
51,報告所長通信組本週無提報事項報告完畢,報告所長通信組本週無提報事項報告完畢,報告所長通信組本週無提報事項報告完畢,[],0.0,0.0
52,呃資通資通電軍副指揮官的行程喔,呃資通資電軍通副及會管的行程喔,呃資通資電軍的一個專案的工程喔,"[['通', '的', 6, 7], ['副', '一', 7, 8], ['及', '個', 8, 9], ['會', '專', 9, 10], ['管', '案', 10, 11], ['行', '工', 12, 13]]",0.3333333333333333,0.4666666666666667
53,電戰組本週無提報事項報告完畢,請電戰組本週無提報事項報告完畢,請電戰組本週無提報事項報告完畢,[],0.07142857142857142,0.07142857142857142
54,不超過一年為原則不符請檢討處理,超過一年委員則不服警檢討處理,超過一名會員均不接受行政處理,"[['年', '名', 3, 4], ['委', '會', 4, 5], ['則', '均', 6, 7], ['服', '接', 8, 9], ['警', '受', 9, 10], ['檢', '行', 10, 11], ['討', '政', 11, 12]]",0.3333333333333333,0.6
55,所長副所長各位長官大家早,所長副所長各位長官大家早,所長副所長各位長官大家早,[],0.0,0.0
56,好請品後組施組長,好請品後組施組長,好請品後組施組長,[],0.0,0.0
57,好請整規組盧組長,好請整規組盧組長,好請整規組盧組長,[],0.0,0.0
58,電戰組朱組長,電戰組朱組長,電戰組朱組長,[],0.0,0.0
59,好請資材組陳組長,好請資材組陳組長,好請資材組陳組長,[],0.0,0.0
60,你請他去問他們的所長,預起他去問他們所長,你請他去問他們所長,"[['預', '你', 0, 1], ['起', '請', 1, 2]]",0.3,0.1
61,好謝謝請柯主任,好謝謝請柯主任,好謝謝請柯主任,[],0.0,0.0
62,請導控組劉組長,請導控組劉組長,請導控組劉組長,[],0.0,0.0
63,請通信組廖組長,請通信組廖組長,請通信組廖組長,[],0.0,0.0
64,報告所長水科組一件事情提報本日下午海軍官校電機系參訪萬象館,報告所長水科組一件事情提報本日下午海軍官小電機器參訪萬象館,報告所長水科組一件事情提報本日下午海軍官校電機系參訪萬象館,"[['小', '校', 20, 21], ['器', '系', 23, 24]]",0.06896551724137931,0.0
65,報告所長各位長官大家早指管組無提報事項,報告所長各位長位大家擾本指管組無提報事項,報告所長各位長官大家早喔指管組無提報事項,"[['位', '官', 7, 8], ['擾', '早', 10, 11], ['本', '喔', 11, 12]]",0.15789473684210525,0.05263157894736842
66,呃剩下人目前的人員是八十三員以上報告完畢,呃剩下呃目前的人員四八十三員以上報告完畢,呃剩下人目前的人員是八十三員以上報告完畢,"[['呃', '人', 3, 4], ['四', '是', 9, 10]]",0.1,0.0
67,剩下一個四戰區四戰區現應該是這禮拜會打通,順這一個四戰區四算區確應該是這禮拜會保通,剩下一個四戰區預戰區現應該是這禮拜會打通,"[['順', '剩', 0, 1], ['這', '下', 1, 2], ['四', '預', 7, 8], ['算', '戰', 8, 9], ['確', '現', 10, 11], ['保', '打', 18, 19]]",0.25,0.05
68,呃報告所長呃計算機組兩件事情提報第一件事情,呃報告所長在計算機組兩件事情提報第一件事情,呃報告所長呃計算機組兩件事情提報第一件事情,"[['在', '呃', 5, 6]]",0.047619047619047616,0.0
69,呃勇捷專案我們上禮拜呃已經把,呃勇捷專末我們上禮拜呃已經把,呃勇捷專案我們上禮拜呃已經把,"[['末', '案', 4, 5]]",0.07142857142857142,0.0
70,報告所長資安防護組本週無提報事項報告完畢,報告所長資安防護組本週無提報事項報告完畢,報告所長資安防護組本週無提報事項報告完畢,[],0.0,0.0
71,所長各位副所長及各位同仁大家早,所長各位副所長本及各位同大等,所長各位副所長以及各位同仁喔,"[['本', '以', 7, 8], ['大', '仁', 12, 13], ['等', '喔', 13, 14]]",0.26666666666666666,0.26666666666666666
72,呃調派這個資安防護組呃本組,呃要派這個三安防護組呃本組,呃調派這個資安防護組呃本組,"[['要', '調', 1, 2], ['三', '資', 5, 6]]",0.15384615384615385,0.0
73,我們館裡面已經完成相關整備工作報告完畢,我們管裡面已經完成相關準備工作告完畢,我們館裡面已經完成相關準備了報告完畢,"[['管', '館', 2, 3], ['工', '了', 13, 14], ['作', '報', 14, 15]]",0.15789473684210525,0.15789473684210525
74,呃感謝所長昨天的指導我們順利完成,呃感謝所長昨天的指導我們實順利完成,呃感謝所長昨天的指導我們都順利完成,"[['實', '都', 12, 13]]",0.0625,0.0625
75,呃本週一月十六號將有三員,呃本週一月十六號將有三員,呃本週一月十六號將有三員,[],0.0,0.0
76,報告所長無提報事項報告完畢,喔報告所長無提報事項報報告完畢,呃報告所長無提報事項呃報告完畢,"[['喔', '呃', 0, 1], ['報', '呃', 10, 11]]",0.15384615384615385,0.15384615384615385
77,二戰區的也已經上線了那現在就是,二撰區的也已經算線了那現在個,二戰區的也已經上線了那我們也,"[['撰', '戰', 1, 2], ['算', '上', 7, 8], ['現', '我', 11, 12], ['在', '們', 12, 13], ['個', '也', 13, 14]]",0.26666666666666666,0.26666666666666666
78,呃報告所長那個玄武計畫一件事情報告,報告所長那個玄武計畫一件事情報告,報告所長那個玄武計畫一件事情報告,[],0.05882352941176471,0.058823529411764705
79,發呃呈上呈第二件事情本組,把的整上呈第二件事情本組,該呃的上呈第二件事情本組,"[['把', '該', 0, 1], ['的', '呃', 1, 2], ['整', '的', 2, 3]]",0.25,0.16666666666666666
80,報告所長亢龍計畫本週無提報事項,報告所長亢龍計畫本週無提報事項,報告所長亢龍計畫本週無提報事項,[],0.0,0.0
81,報告所長網戰組本週無提報事項報告完畢,報告所長網戰組本週無提報事項告完畢,報告所長網戰組本週無提報事報告完畢,"[['項', '報', 13, 14]]",0.05555555555555555,0.05555555555555555
82,導控組本週無提報事項報告完畢,導控組本週無提報事項報告完畢,導控組本週無提報事項報告完畢,[],0.0,0.0
83,呃報告所長精電組本週無提報事項,呃報告所長精電組本週無提報事項,呃報告所長精電組本週無提報事項,[],0.0,0.0
84,好謝謝請遙控組簡組長,好謝謝請遙控組簡組長,好謝謝請遙控組簡組長,[],0.0,0.0
85,報告所長水感組沒有提報事項,報告所長水感組沒有提報事項,報告所長水感組沒有提報事項,[],0.0,0.0
86,好請資安防護組蘇組長,好請資安防護組蘇組長,好請資安防護組蘇組長,[],0.0,0.0
87,亢龍計畫鄧副主持人,亢龍計畫鄧副主持人,亢龍計畫鄧副主持人,[],0.0,0.0
88,報告所長遙控組無提報事項,報告所長遙控組無提報事項,報告所長遙控組無提報事項,[],0.0,0.0
89,好網戰請網戰組吳組長,好網戰組請網戰組吳組長,好網戰組請網戰組吳組長,[],0.1,0.1
90,請玄武計畫毛主持人,好請玄武計畫毛主持人,好請玄武計畫毛主持人,[],0.1111111111111111,0.1111111111111111
91,好請水感組賴組長,好請水感組賴組長,好請水感組賴組長,[],0.0,0.0
92,請水科組梅組長,請水科組梅組長,請水科組梅組長,[],0.0,0.0
93,人工智慧組湯組長,人工智慧組湯組長,人工智慧組湯組長,[],0.0,0.0
94,請計算機組陳組長,請計算機組陳組長,請計算機組陳組長,[],0.0,0.0
95,好請指管組王組長,好請指管組王組長,好請指管組王組長,[],0.0,0.0
96,那個整規組盧組長儘速安排本人來主持這個會議召集相關人員報告完畢,那個整規組盧組長儘速安排的人來主持這個會議早底相關人員報告完畢,那個整規組盧組長儘速安排本人來主持這個會議召集相關人員報告完畢,"[['的', '本', 12, 13], ['早', '召', 21, 22], ['底', '集', 22, 23]]",0.0967741935483871,0.0
97,呃洞九三洞那個通次室邀請邀訪參邀請參訪NCC的監控中心,呃動九申動應該通次室邀請要長差的要請參訪分信息結跟心,活動的活動那個通次室也是要隨時的邀請各單位信息組參加,"[['呃', '活', 0, 1], ['九', '的', 2, 3], ['申', '活', 3, 4], ['應', '那', 5, 6], ['該', '個', 6, 7], ['邀', '也', 10, 11], ['請', '是', 11, 12], ['長', '隨', 13, 14], ['差', '時', 14, 15], ['要', '邀', 16, 17], ['參', '各', 18, 19], ['訪', '單', 19, 20], ['分', '位', 20, 21], ['結', '組', 23, 24], ['跟', '參', 24, 25], ['心', '加', 25, 26]]",0.6296296296296297,0.7777777777777778
98,那個那個主持人那個中午喔我要陪葛副到水科組,那個那個主持那個週五號我要配葛副到水科組,那個那個主持人個週五喔我要配葛副到水科組,"[['那', '人', 6, 7], ['號', '喔', 10, 11]]",0.2380952380952381,0.19047619047619047
99,所長各位長官大家早公關呂主任一件事情報告,所長各位長官大家早公關呂主任一件事情報告,所長各位長官大家早公關呂主任一件事情報告,[],0.0,0.0
100,報告所長及各位長官乾元計畫三點提報第一點本週三,報告所長及各位長官乾元計畫三點提報第一點本週三,報告所長及各位長官乾元計畫三點提報第一點本週三,[],0.0,0.0
101,欸元昊訓場那細節我們會再跟國防部聯繫第三點本週五,欸也號訓場那謝謝會在跟廣防部理性第三點本週五,欸七昊訓場那感謝所長的呃協助安排第三點本週五,"[['也', '七', 1, 2], ['號', '昊', 2, 3], ['謝', '感', 6, 7], ['會', '所', 8, 9], ['在', '長', 9, 10], ['跟', '的', 10, 11], ['廣', '呃', 11, 12], ['防', '協', 12, 13], ['部', '助', 13, 14], ['理', '安', 14, 15], ['性', '排', 15, 16]]",0.4166666666666667,0.5416666666666666
102,那個台中支援國軍執行戰力防護實兵演練報告完畢,那個開中科員國已軍核組辦理防務這邊演年報告完畢,那召開水科組或空稽核組辦理財務這邊五點報告完畢,"[['個', '召', 1, 2], ['中', '水', 3, 4], ['員', '組', 5, 6], ['國', '或', 6, 7], ['已', '空', 7, 8], ['軍', '稽', 8, 9], ['防', '財', 13, 14], ['演', '五', 17, 18], ['年', '點', 18, 19]]",0.5454545454545454,0.8181818181818182
103,遵所長指示指導本所的行銷創意請,遵所長指示指導本所的行銷創意請,遵所長指示指導本所的行銷創意請,[],0.0,0.0
104,下午夭三三洞國防產業協會會舉辦產業報告,下午要三山動國防產業行會會舉辦前報告,下午夭三三洞國防產業協會會舉產業報告,"[['要', '夭', 2, 3], ['山', '三', 4, 5], ['動', '洞', 5, 6], ['行', '協', 10, 11], ['辦', '產', 14, 15], ['前', '業', 15, 16]]",0.3157894736842105,0.05263157894736842
105,目前暫定那個帶隊長官是次長那我們會配合辦理報告完畢,目前暫定那個帶隊長官事次長那我們會配辦報告完畢,目前暫定那個帶隊長官是次長那我們會配辦報告完畢,"[['事', '是', 10, 11]]",0.12,0.08
106,那現在主要是卡在一個海軍,那現在主要呃是考的一個海軍,那現在主要就是他們一個海軍,"[['呃', '就', 5, 6], ['考', '他', 7, 8], ['的', '們', 8, 9]]",0.25,0.25
107,呃一樣是本週三下午預排國防會廖主任要參訪,呃一下是本週三下午預颱國防會要主為要參訪,呃一樣是本週三下午預排國防會廖主任要參訪,"[['下', '樣', 2, 3], ['颱', '排', 10, 11], ['要', '廖', 14, 15], ['為', '任', 16, 17]]",0.2,0.0
